2021-01-16 11:20:17.853 [main] WARN  o.s.b.s.r.RedisStarterDeprecationWarningAutoConfiguration - spring-boot-starter-redis is deprecated as of Spring Boot 1.4, please migrate to spring-boot-starter-data-redis
2021-01-16 17:29:13.254 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-188] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:29:22.467 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-189] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:29:31.729 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-190] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:29:40.857 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-191] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:29:50.046 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-192] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:29:59.214 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-193] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:30:08.429 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-194] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:30:17.598 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-195] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:30:26.752 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-196] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:30:35.887 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-197] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:30:45.062 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-198] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:30:54.224 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-199] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:31:03.396 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-200] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:31:12.646 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-201] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:31:21.901 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-202] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:31:31.082 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-203] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:31:40.280 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-204] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:31:49.492 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-205] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:31:58.695 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-206] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:32:07.893 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-207] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:32:17.144 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-208] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:32:26.337 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-209] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:32:35.520 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-210] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:32:44.678 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-211] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:32:53.964 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-212] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:33:03.201 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-213] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:33:12.437 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-214] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:33:21.654 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-215] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:33:30.820 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-216] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:33:39.969 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-217] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:33:49.122 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-218] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:33:58.290 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-219] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:34:07.440 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-220] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:34:16.615 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-221] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:34:25.769 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-222] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:34:34.945 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-223] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:34:44.128 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-224] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:34:53.317 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-225] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:35:02.495 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-226] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:35:11.663 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-227] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:35:20.858 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-228] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:35:30.022 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-229] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:35:39.097 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-230] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:35:48.281 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-231] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:35:57.451 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-232] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:36:06.617 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-233] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:36:15.700 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-234] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:36:24.871 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-235] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:36:34.121 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-236] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:36:43.309 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-237] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:36:52.528 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-238] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:37:01.724 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-239] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:37:10.876 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-240] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:37:20.111 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-241] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:37:29.308 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-242] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:37:38.474 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-243] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:37:47.719 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-244] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:37:56.880 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-245] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:38:06.087 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-246] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:38:15.283 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-247] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:38:24.498 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-248] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:38:33.717 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-249] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:38:42.913 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-250] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:38:52.077 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-251] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:39:01.251 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-252] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:39:10.449 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-253] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:39:19.616 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-254] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:39:28.755 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-255] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:39:37.933 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-256] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:39:47.071 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-257] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:39:56.206 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-258] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:40:05.351 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-259] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:40:14.537 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-260] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:40:23.961 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-261] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:40:33.099 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-262] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:40:42.277 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-263] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:40:51.422 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-264] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:41:00.615 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-265] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:41:09.797 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-266] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:41:18.979 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-267] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:41:28.140 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-268] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:41:37.297 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-269] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:41:46.475 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-270] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:41:55.656 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-271] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:42:04.849 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-272] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:42:14.006 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-273] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:42:23.250 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-274] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:42:32.738 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-275] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:42:42.084 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-276] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:42:51.669 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-277] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:43:00.871 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-278] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:43:10.067 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-279] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:43:19.252 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-280] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2021-01-16 17:44:02.072 [main] WARN  o.s.b.s.r.RedisStarterDeprecationWarningAutoConfiguration - spring-boot-starter-redis is deprecated as of Spring Boot 1.4, please migrate to spring-boot-starter-data-redis
